comment_text,article_url,article_title,comment_sentiment,comment_confidence,comment_dominant_emotion,article_title_sentiment,article_title_confidence,article_title_dominant_emotion,article_sentiment,article_confidence,article_dominant_emotion
"Киркоров дори и да е дал 100 рубли в което дълбоко се съмнявам е много грозно след това да го натякваш, да се самоизтъкваш и да искаш вечна благодарност. Но това си руска имперска политика още от руско-турската война от която насам българите не можем да се отблагодарим по никакъв начин на Русия дори и след 5000 години.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.95,гняв,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Типично за руснаците да лъжат за всичко,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.95,презрение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Абе те кирилицата, матрьоршката, Волжка България... каво ли не окрадоха, сега с една Бангаранга ли няма да се пробват.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.92,възмущение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Неблагодарността не е добро качество! Дори с един цент да ти е помогнал не се говори така. Морална подкрепа. Каква морална подкрепа ако ти е помогнал финансово? Всички знаем, че БНТ нямаше пари за участие в Евровизия години наред.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.88,възмущение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Не че нещо, ама Киркоров нема една негова песен, всичко му е крадено, целия му успех е вследствие на присламчване към един или друг изпълнител, навремето се присламчи до гоумите сисии на ритонката, добре че бате Здравко е айляк, иначе никога немаше да стане известен, после се присламчи до Погачова ... и така:) и понеже кариерата му в рашка е тотален провал в момента и здраво го е закъсаал се чуди къде сега да се присламчи",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.97,презрение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"дараранга даже не е и разбрала за какво иде реч, но се из*** неподготвена",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.92,презрение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
ЕИИ ДАРО ОТМЕСТИ СЕ ОТ ПЕИСАЖА ! ПРЕЧИШ !,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.95,раздразнение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Явно все пак е дал пари.....,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Неутрален,0.62,изненада,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Той говори за МАТЕРИАЛНАТА подкрепа, а не кога е писана песента и кой я е писал! Финансирането и осигуряването на вота за първото място безспорно е дело на Русия, в лицето на Ф.Киркоров. Това че сега някои са бесни, че Киркоров се е разприказвал за нещо за което е трябвало да се мълчи, си е техен проблем. А за гръцкия продуцент Илиас Кокотос вече се появи информация че е човек близък до Путин и неговата компания е тази с която работи с Киркоров.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.82,възмущение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Важното е да има зрелища докато събирате капачки за линейки хахаха роби,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.92,презрение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Сега цяла година ще ни занимават с тези глупости,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.94,раздразнение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Колко не им се иска на някои да си признаят че помощ пак дошла от Русия)),https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.72,ирония,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Рашистански пропагандист и прикрит, но очевиден хомосексуалист. Как да не е лъжец",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.98,презрение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Киркоров вместо да лъже че без него България нямаше да види Евровизия да даде пари за гасене на пожарищата в Св. Ленинград че стана голяма излагация на путинизма пред целия свят.,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.92,гняв,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
най-обичам да хейтя успелите хора в българия,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.92,завист,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Поредното доказателство, че успехът има много майки и бащи, а провалът е кръгло сираче! Когато човек няма с какво друго да се похвали, се залепя за чуждия успех! Киркоров да си гледа работата и да не ни се навира в очите. Смешно е разни подобни периферни екземпляри да се изтъкват. Остава и някоя сервитьорка да се изтупа в гърдите за успеха на Дара, защото й е сервирала обяд/вечеря! Жалки са!",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.98,възмущение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"До: анонимен 75 И защо Киркоров да е имитация на Азис, а не обратното? Киркоров е бая по-възрастен и по-отдавна има кариера от Азис. А какво харесват руснаците защо ти пука изобщо? Ами, те могат да пишат, че българите имаме лош вкус и сме ко.чи.на, щом харесваме Мара Отварачката или Веско Маринов примерно.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.82,раздразнение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
БНТ е фалирала и не зима нищо от кабелните. Киркора има фирми и банки в Дубай. Това е истината.,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.78,възмущение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"До: Анонимен 66 Киркоров грам не се заяжда. Пълното му изявление е, че поради купищата слухове и въпроси от журналисти е решил да си каже, че е дал рамо на това участие. И не е направил нищо лошо. Просто я е свързал с познати, които да я спонсорират.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Неутрален,0.78,спокойствие,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"И какво лошо Киркоров да е помогнал? При това той казва, че е осигурил парите за участието чрез свои връзки. Написаното от Дара е глупаво- можеше само да му благодари без увъртания. В крайна сметка няма лошо дали ще ти помогне руснак, арменец, турчин или българин, а Киркоров е и по произход българин. Не е платила руска фирма, не са нарушени санкции. Защо трябва да се правим на по-брюкселски зелки от брюкселци?",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.82,раздразнение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Русофилите плюят по Дара, изкараха я сатаниска и какво ли не защото тяхната русийка е изгонена като зло куче от Евровизия. А за русофилщината е невъзможно българин да направи нещо сам без решаващата помощ на кypниkа Россия.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.96,гняв,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Чуеш ли за руската качина, беги далече!!!",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.86,тревога,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Има някаква истина някъде, но пак няма да я разберем. Киркоров има нещо предвид, иначе няма да се заяжда., после ще започне да иска и пари, всичко опира до там - парите .",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.82,недоверие,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Румен Радев Рапона доведе Дара Бангаранга. И двамата са бангаранга. Посрамиха България. Песен без съдържание и БЕЗ ритъм, както и слабо ляво кардливо ко-мунистическо правителство. Най-слабото правителство на България. Има само Банга-ранга на 500 децибела шум, анти-култура и анти-цивилизация. Да пукнат дано тия бангиранги! Не се търпи!!!",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.99,гняв,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Тоя е един самозванец, ум да ти зайде. Мисли се за нещо, а е нищо.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.98,презрение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Горкият Филип Киркоров. От както любовникът му - ПутиПути го заряза, нещо е превъртял от мъка. Раздялата се отрази много лошо и на самия ПутиПути - той хвърли кочинската федерация в самоубийствена война с Украйна, която ще затрие кочинската федерация. До какви драматични събития може да доведе края на една бурна гeй връзка, като тази на ПутиПути и Киркоров!",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.95,презрение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Да се съревноваваш за най-дребилската песен не е много престижно.,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.88,презрение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Е, остава пък Киркоров да я е написал... Срам и позор!",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.96,възмущение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
До: анонименЧе то и ние сме същите. Кажи в кой български град няма джамия или турци?,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Неутрален,0.72,примирение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Филип Киркоров едва ли ще тръгне да плюе фъстъци. Явно има нещо такова. В *** територията всичко е възможно.,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.72,ирония,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
До: bobГлупчо!,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.95,презрение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Дара - Филип Киркоров. Това е несъпоставима линия. Тая няма право дори да му изрича името на глас - толкова е нищожна пред него. Той е певец, който го знаят и слушат поколения. Тая досега никой не я е слушал и още следващото лято никой повече няма да иска да слуша мангаманга или каквото и да от нея.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.98,презрение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Успехът се дължи на Киркоров в.Той свиреше кавал на сцената ,един такъв голям и черен..",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.62,подигравка,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Ми то и твой не е успеха.. друг ти написа песента, друг ти направи танца, друг ти направи ужасния грим.. ти само отиде да се кълчиш на сцената и големия успех..",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.96,презрение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Натовския генерал Чорапов да отпусне пенсия на самозванеца Киркоров за изключителни заслуги към задунайската губерния. Всеки руснак се чуства длъжен да унижава България, Киркоров само потвърждава това правило.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.95,гняв,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Редно е БНТ да покаже откъде е парата поне 500 милиона $. Има съмнения че парата на БНТ е от фирми на Киркора от руски нефт. Неслучайно БНТ е фалирала и не може да излъчва мачовете от ШЛ и от нациската лига на волейбола.,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.92,недоволство,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Пак ли тая с неумна физиономия и уста като... С д.билната песен и още по-т.п.и конвулсии. Голямо постижение, няма що. Няма песни на евровизия, а само виене и друсане на телесата, как да не спечели най-добрата в това. Отвр. Стига сте я натрапвали, стига сте я правили национална героиня.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.98,отвращение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Кой нормален човек харесва Евровизия, Дара, Азис или Филип Киркоров?",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.93,презрение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
КИРКОРШ Е ПРАИЛ ТАЯ ДАРА У БУРКАН ОТ ЛУТЕНИЦА !,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.62,подигравка,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Най накрая нормално про руско правителство. Кеф,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Позитивен,0.95,радост,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Яд ли ви е че РАДЕВ МАЧКА А? Хихихихи още 20 години така ще е.,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Позитивен,0.82,злорадство,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Може би Филип Киркоров е нахален, мазен или служи на руските интереси. Факт е обаче, че говори български много добре. Има хора отишли по 5-10 години някъде в чужбина и когато се върнат говорят като Фабиан Нюрнбергер.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.62,ирония,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Киркоров ще те купи и продаде и нашбе също,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.82,презрение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Друг път не помагай, Киркоров! Обеца на ухото да ти е!",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.92,раздразнение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Времето на ПП приключи. Ерата на Радев и братята руснаци сме сега.,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Позитивен,0.72,удовлетворение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
да не забравяме че не е чист руснак както се натяква в статията за хубаво за лошо не зная,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Неутрален,0.78,несигурност,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Песента и организацията не са на Дара и нейната продуцентка това се знае със сигурност Дара е лицето на песента,но трябва да уважава тези , които са създали целия продукт",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.72,недоволство,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Дойде най накрая нашето време. Времето е наше. Русия и Радев напред!,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Позитивен,0.92,въодушевление,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Долно племе сме ние българите, лицемерно и завистливо и за това сме на дереджето което сме си заслужили.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.98,презрение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Тая с църнатаа физиономия, ако още веднъж ми се появи на екрана, ще го счупя с чук!",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.98,гняв,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Тая па за ква се взе? Мега неприятната песен,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.96,раздразнение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"добре че навремето ритонката одеше да друса сиисии по концертите му та тоя паллячо стана известен, иначе никой немаше и да е чул за неги",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.95,презрение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
СТАНА ПО-ГАДЕН ВРАГ НА БЪЛГАРИЯ И ОТ ТУРЦИЯ И ОТ МОНГОЛИЯ.....!!!!,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.98,гняв,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Няма да забравя и комплексаршините на Мария Бакалова и Господинов,Горкия му връчиха награда споделена с някаква жена за превод , а той сеи зтъпани и взе да говори за бг азбуката като първолаче в мисленето.А то наградата за превод на английски.Нивото е потресаващо ниско и това са някакви комплекси дето се избиват.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.97,презрение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"КИРКОРОВ Е КАТО ДА ВСИЧКИ ЖАЛКИ РУСОФИЛИ - ПРЕДАТЕЛИ НА БЪЛГАРИЯ, ПРОДАЛИ ДУШАТА СИ НА ДЯВОЛА ОТ АЗИЯ - ВЛАДИМИР ПУТИН......",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.98,гняв,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Какво можеш да очакваш?,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Неутрален,0.95,любопитство,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
"Дара не спечели заради песента, а заради големите си бангаранги. Само някой с ориентацията на Киркоров не може да го повярва.",https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.92,презрение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Тоя да си гледа приятелчетата от Ритон.,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.78,пренебрежение,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
Дара мара колко пачки е гепила от БНТ за Евровизия - 600 000 лева суха пара :)))))),https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Негативен,0.82,насмешка,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
тоя не беше ли молдовец?,https://www.dnes.bg/a/448-svobodno-vreme/723740-dara-kam-filip-kirkorov-blagodarya-vi-za-moralnata-podkrepa-no-uspehat-ne-e-vash,"Дара към Филип Киркоров: Благодаря ви за моралната подкрепа, но успехът не е ваш",Неутрален,0.9,любопитство,Негативен,0.82,раздразнение,Негативен,0.72,раздразнение
